node_name,MCC,DMNC,MNC,Degree,EPC,BottleNeck,EcCentricity,Closeness,Radiality,Betweenness,Stress,ClusteringCoefficient
jgi|PhapaK8108|3111375|e_gw1.4013.1.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3110903|e_gw1.3820.2.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3110678|e_gw1.3749.7.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3110655|e_gw1.3737.5.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3110643|e_gw1.3734.8.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3110540|e_gw1.3712.5.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3110032|e_gw1.3579.6.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3109714|e_gw1.3477.5.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3109354|e_gw1.3364.1.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3109215|e_gw1.3335.5.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3108935|e_gw1.3243.4.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3108688|e_gw1.3192.15.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3108582|e_gw1.3165.3.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3107948|e_gw1.2984.10.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3107631|e_gw1.2895.8.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3105406|e_gw1.2335.3.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3105343|e_gw1.2322.2.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3105030|e_gw1.2262.13.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3104560|e_gw1.2132.23.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3104456|e_gw1.2122.7.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3104284|e_gw1.2070.4.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3104149|e_gw1.2047.4.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3103426|e_gw1.1889.3.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3103270|e_gw1.1856.3.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3103250|e_gw1.1848.12.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3102981|e_gw1.1791.2.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3102971|e_gw1.1790.6.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3102852|e_gw1.1759.5.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3102609|e_gw1.1707.5.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3102503|e_gw1.1682.3.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3102287|e_gw1.1644.7.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3101991|e_gw1.1560.1.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3101671|e_gw1.1496.17.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3101396|e_gw1.1446.18.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3100448|e_gw1.1277.7.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3099849|e_gw1.1186.3.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3099119|e_gw1.1073.2.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3098703|e_gw1.1006.35.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3097838|e_gw1.839.16.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3097807|e_gw1.837.15.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3096721|e_gw1.660.14.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3096183|e_gw1.605.5.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3095218|e_gw1.446.4.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3095212|e_gw1.446.9.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3095045|e_gw1.420.4.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3094500|e_gw1.364.28.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3094355|e_gw1.343.21.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3094056|e_gw1.278.1.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3094007|e_gw1.270.13.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3093499|e_gw1.177.34.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3093450|e_gw1.174.16.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3093364|e_gw1.163.4.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3093334|e_gw1.161.8.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3093319|e_gw1.161.13.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3092920|e_gw1.121.14.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3092534|e_gw1.79.15.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3092340|e_gw1.42.18.1,216.0,0.0,1.0,216.0,1695.208,1.0,0.08997,1920.24087,12.54637,40254.4954,3.20421378136E11,0.0,
jgi|PhapaK8108|3091891|e_gw1.5.27.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|3066889|gw1.832.7.1,245.0,0.0,1.0,245.0,1695.208,1.0,0.08997,1948.05754,12.56908,51744.33179,4.24512724028E11,0.0,
jgi|PhapaK8108|7406324|fgenesh1_pm.tig00008528_3031_#_1,162.0,0.0,1.0,168.0,1695.208,23.0,0.08997,1796.60952,12.30611,277878.02545,8.6073077597E11,0.0,
jgi|PhapaK8108|2302433|CE2302432_9564,239.0,0.0,1.0,239.0,1695.208,1.0,0.09997,1896.80198,12.45552,167436.71783,1.41289949628E11,0.0,
jgi|PhapaK8108|3065831|gw1.5759.44.1,125.0,0.0,1.0,127.0,1693.347,7.0,0.08997,1724.6873,12.17039,20335.12194,6.9782245634E10,0.0,
GlymaFiskIII.U015800.1.p,148.0,0.0,1.0,148.0,1693.439,1.0,0.08997,1970.2619,12.5331,85923.80611,3.17228093366E11,0.0,
GlymaFiskIII.U001900.1.p,2.0,0.0,1.0,2.0,62.003,2.0,0.07498,1181.32215,10.75909,2628.4,3.8935886298E10,0.0,
jgi|PhapaK8108|3156742|estExt_Genewise1Plus.C_tig00005022_19680021,5.0,0.0,1.0,5.0,25.304,1.0,0.06921,991.65561,9.8606,10.0,20.0,0.0,
jgi|PhapaK8108|11641109|estExt_Genemark4.C_tig00005022_19680089,78.0,0.0,1.0,78.0,959.735,119.0,0.08179,1489.21512,11.65841,406590.45738,1.38855425503E12,0.0,
GlymaFiskIII.20G233900.3.p,21.0,0.0,1.0,21.0,886.043,43.0,0.08179,1587.89293,11.99485,24430.78358,1.9347988428E10,0.0,
jgi|PhapaK8108|8830766|fgenesh1_kg.tig00004782_1889_#_1817_#_evgvelvOases_101_Loc2125t3_153166,53.0,0.0,1.0,53.0,988.015,40.0,0.07498,1422.30325,11.52077,106488.55626,1.31871182664E11,0.0,
jgi|PhapaK8108|11619393|estExt_fgenesh1_pm.C_tig00001087_4470003,93.0,0.0,1.0,93.0,1405.766,24.0,0.08997,1579.58175,11.86966,414724.16207,5.5623854216E10,0.0,
jgi|PhapaK8108|11042193|fgenesh1_kg.tig00031474_5887_#_2154_#_evgtrinTRINITY_DN204631c7_g1_i11_24044P62937,15.0,0.0,1.0,15.0,608.602,1.0,0.07498,1296.24953,11.19377,368.06,2.7806018E7,0.0,
jgi|PhapaK8108|11042193|fgenesh1_kg.tig00031474_5887_#_2154_#_evgtrinTRINITY_DN204631c7_g1_i11_24044P52011,31.0,0.0,1.0,31.0,1028.142,1.0,0.07498,1339.69058,11.30158,1763.54999,1.90127846E8,0.0,
jgi|PhapaK8108|11042193|fgenesh1_kg.tig00031474_5887_#_2154_#_evgtrinTRINITY_DN204631c7_g1_i11_24044P52009,33.0,0.0,1.0,33.0,941.361,1.0,0.07498,1346.89614,11.31827,4988.01424,5.8699002E8,0.0,
jgi|PhapaK8108|11042193|fgenesh1_kg.tig00031474_5887_#_2154_#_evgtrinTRINITY_DN204631c7_g1_i11_24044P30405,18.0,0.0,1.0,18.0,684.662,1.0,0.07498,1263.96104,11.10265,186.50867,2.5859352E7,0.0,
jgi|PhapaK8108|11042193|fgenesh1_kg.tig00031474_5887_#_2154_#_evgtrinTRINITY_DN204631c7_g1_i11_240449606.ENSP00000419425,15.0,0.0,1.0,15.0,595.821,1.0,0.07498,1296.24953,11.19377,368.06,2.7806018E7,0.0,
jgi|PhapaK8108|11042193|fgenesh1_kg.tig00031474_5887_#_2154_#_evgtrinTRINITY_DN204631c7_g1_i11_240449606.ENSP00000225174,22.0,0.0,1.0,22.0,723.332,1.0,0.08179,1326.2689,11.33852,9371.46191,7.16383916E8,0.0,
jgi|PhapaK8108|11042193|fgenesh1_kg.tig00031474_5887_#_2154_#_evgtrinTRINITY_DN204631c7_g1_i11_240447227.FBpp0075479,12.0,0.0,1.0,12.0,557.557,1.0,0.07498,1260.21104,11.10128,103.4954,1.386349E7,0.0,
jgi|PhapaK8108|11042193|fgenesh1_kg.tig00031474_5887_#_2154_#_evgtrinTRINITY_DN204631c7_g1_i11_240446239.Y75B12B.5,31.0,0.0,1.0,31.0,1014.098,1.0,0.07498,1339.69058,11.30158,1763.54999,1.90127846E8,0.0,
jgi|PhapaK8108|11042193|fgenesh1_kg.tig00031474_5887_#_2154_#_evgtrinTRINITY_DN204631c7_g1_i11_240446239.Y49A3A.5,28.0,0.0,1.0,28.0,932.677,1.0,0.07498,1337.69058,11.30076,979.05047,1.4632695E8,0.0,
GlymaFiskIII.20G233900.2.p,21.0,0.0,1.0,21.0,862.709,1.0,0.08179,1587.89293,11.99485,24430.78358,1.9347988428E10,0.0,
GlymaFiskIII.20G233900.1.p,21.0,0.0,1.0,21.0,904.213,1.0,0.08179,1587.89293,11.99485,24430.78358,1.9347988428E10,0.0,
GlymaFiskIII.20G230600.1.p,1.0,0.0,1.0,1.0,30.24,1.0,0.06427,1063.56148,10.24739,0.0,0.0,0.0,
jgi|PhapaK8108|9236908|fgenesh1_kg.tig00007113_2600_#_676_#_evgvelvOases_71_Loc12691t4_147786,38.0,0.0,1.0,38.0,648.591,12.0,0.06921,1299.83901,11.14698,60664.29763,2.09234241342E11,0.0,
GlymaFiskIII.20G228800.2.p,10.0,0.0,1.0,10.0,282.466,31.0,0.07498,1349.48351,11.3767,11843.57003,8.503416182E9,0.0,
jgi|PhapaK8108|7445921|fgenesh1_kg.tig00000032_15_#_2539_#_evgvelvOases_111_Loc8814t1_155339,7.0,0.0,1.0,7.0,80.358,6.0,0.08179,1318.31706,11.27203,10046.10519,9.801195828E9,0.0,
jgi|PhapaK8108|7394086|fgenesh1_pg.tig00009679_3377_#_2,7.0,0.0,1.0,7.0,90.6,1.0,0.08179,1318.31706,11.27203,10046.10519,9.801195828E9,0.0,
jgi|PhapaK8108|3145278|estExt_Genewise1.C_tig00031600_59810013,4.0,0.0,1.0,4.0,54.673,1.0,0.06921,1130.93155,10.57315,1762.14289,2.8232808E7,0.0,
jgi|PhapaK8108|3130717|estExt_Genewise1.C_tig00003258_13190011,9.0,0.0,1.0,9.0,351.73,2.0,0.08179,1424.32186,11.59301,28187.76779,3.312731404E9,0.0,
jgi|PhapaK8108|1487883|CE1487882_23343,27.0,0.0,1.0,27.0,514.859,2.0,0.08179,1284.77341,11.17078,7592.14428,2.116491932E9,0.0,
jgi|PhapaK8108|7409156|fgenesh1_pm.tig00031689_6035_#_3,29.0,0.0,1.0,29.0,603.053,8.0,0.08179,1413.95242,11.55306,35543.03728,2.388592929E10,0.0,
jgi|PhapaK8108|8777393|fgenesh1_kg.tig00004497_1799_#_315_#_evgsoapSoap_121_C75991_68950,65.0,0.0,1.0,71.0,719.522,48.0,0.08179,1358.25996,11.3388,203720.79659,3.3979763032E10,0.0,
jgi|PhapaK8108|451669|CE451668_11742,94.0,0.0,1.0,94.0,1248.99,80.0,0.08179,1621.7548,12.00648,622484.44416,6.16116829778E11,0.0,
jgi|PhapaK8108|3117259|e_gw1.5771.8.1,55.0,0.0,1.0,55.0,722.969,1.0,0.08179,1303.69008,11.17872,54320.1901,1.3970840332E10,0.0,
jgi|PhapaK8108|2166294|CE2166293_11676,94.0,0.0,1.0,94.0,1245.283,1.0,0.08179,1621.7548,12.00648,622484.44416,6.16116829778E11,0.0,
GlymaFiskIII.20G228800.1.p,10.0,0.0,1.0,10.0,307.501,1.0,0.07498,1349.48351,11.3767,11843.57003,8.503416182E9,0.0,
GlymaFiskIII.20G227500.1.p,4.0,0.0,1.0,4.0,55.954,11.0,0.07498,1180.35541,10.75581,39585.38903,3.924723019E10,0.0,
jgi|PhapaK8108|7390834|fgenesh1_pg.tig00005194_2029_#_2,2.0,0.0,1.0,2.0,11.118,2.0,0.06921,989.59233,9.85649,6574.0,9.800870602E9,0.0,
jgi|PhapaK8108|7390636|fgenesh1_pg.tig00004982_1955_#_3,2.0,0.0,1.0,2.0,2.863,1.0,0.06921,989.59233,9.85649,6574.0,9.800870602E9,0.0,
jgi|PhapaK8108|3088596|gw1.4573.5.1,21.0,0.0,1.0,21.0,789.05,34.0,0.08179,1446.95559,11.5796,129810.99412,1.08564174778E11,0.0,
jgi|PhapaK8108|3132905|estExt_Genewise1.C_tig00004961_19480001,13.0,0.0,1.0,13.0,207.136,10.0,0.07498,1277.73333,11.09033,130174.1476,2.25315326512E11,0.0,
GlymaFiskIII.20G226100.1.p,55.0,0.0,1.0,55.0,1644.096,148.0,0.08997,1941.34325,12.57332,40206.11638,1.9780535416E10,0.0,
jgi|PhapaK8108|3130218|estExt_Genewise1.C_tig00003015_12170040,321.0,0.0,1.0,321.0,1695.208,43.0,0.08997,1967.62302,12.49629,216677.65738,2.9443358987E11,0.0,
jgi|PhapaK8108|3155083|estExt_Genewise1Plus.C_tig00003659_14650030,110.0,0.0,1.0,110.0,1636.055,17.0,0.08997,1696.19246,12.17969,257655.86045,3.2677430666E10,0.0,
jgi|PhapaK8108|3116993|e_gw1.5757.14.1,176.0,0.0,1.0,177.0,1695.208,21.0,0.08997,1790.48889,12.27492,76598.4003,8.4916041104E10,0.0,
jgi|PhapaK8108|3098820|e_gw1.1029.22.1,147.0,0.0,1.0,155.0,1693.438,5.0,0.08997,1756.09524,12.19967,47695.40542,7.4356687748E10,0.0,
jgi|PhapaK8108|2290907|CE2290906_3648,278.0,0.0,1.0,280.0,1695.208,5.0,0.08997,1964.80159,12.54172,754026.94759,1.648296664964E12,0.0,
jgi|PhapaK8108|2187688|CE2187687_6898,174.0,0.0,1.0,174.0,1695.208,20.0,0.08997,1867.96667,12.46263,372419.59115,3.60703206454E11,0.0,
jgi|PhapaK8108|8087913|fgenesh1_kg.tig00001945_805_#_3683_#_evgvelvOases_91_Loc2860t1_20334,176.0,0.0,1.0,180.0,1695.208,18.0,0.08997,1844.01468,12.40517,269506.16094,1.98216251502E11,0.0,
jgi|PhapaK8108|7403299|fgenesh1_pm.tig00000726_292_#_2,180.0,0.0,1.0,184.0,1695.208,16.0,0.08997,1844.76587,12.39258,83401.91909,2.91143134012E11,0.0,
jgi|PhapaK8108|3167153|estExt_Genewise1Plus.C_tig00031365_58030011,68.0,0.0,1.0,68.0,1600.347,23.0,0.08179,1566.77464,11.87294,90623.67981,1.5998746228E10,0.0,
jgi|PhapaK8108|3155463|estExt_Genewise1Plus.C_tig00003912_15560016,112.0,0.0,1.0,117.0,1690.07,8.0,0.08997,1745.85873,12.2481,30202.82432,1.12034287688E11,0.0,
jgi|PhapaK8108|3148525|estExt_Genewise1Plus.C_tig00000256_1070006,169.0,0.0,1.0,179.0,1695.208,23.0,0.09997,1836.95317,12.41256,165884.72081,2.46066358436E11,0.0,
jgi|PhapaK8108|3091930|e_gw1.5.13.1,180.0,0.0,1.0,189.0,1695.208,1.0,0.08997,1844.76587,12.39258,111437.62364,4.74936171552E11,0.0,
jgi|PhapaK8108|11662336|MIX14733_3049_67,180.0,0.0,1.0,189.0,1695.208,1.0,0.08997,1844.76587,12.39258,111437.62364,4.74936171552E11,0.0,
jgi|PhapaK8108|11320204|fgenesh1_kg.tig00031743_6069_#_3085_#_evgsoapSoap_121_C63989_221480,199.0,0.0,1.0,199.0,1695.208,11.0,0.08179,1887.91472,12.4484,494167.06965,8.25590105668E11,0.0,
jgi|PhapaK8108|7398371|fgenesh1_pg.tig00031253_5721_#_24,92.0,0.0,1.0,92.0,1685.172,2.0,0.08997,1750.08294,12.28477,91332.96113,1.6730310804E10,0.0,
jgi|PhapaK8108|3141896|estExt_Genewise1.C_tig00031221_57020015,121.0,0.0,1.0,121.0,1686.887,18.0,0.08997,1710.08849,12.18954,153325.71925,1.0188041082E10,0.0,
jgi|PhapaK8108|7406356|fgenesh1_pm.tig00008744_3093_#_1,162.0,0.0,1.0,162.0,1695.208,34.0,0.09997,1812.25476,12.37507,299092.16885,2.5775826738E11,0.0,
jgi|PhapaK8108|3119496|e_gw1.5907.24.1,162.0,0.0,1.0,162.0,1695.208,1.0,0.09997,1812.25476,12.37507,299092.16885,2.5775826738E11,0.0,
jgi|PhapaK8108|11646128|estExt_Genemark4.C_tig00031469_58820078,136.0,0.0,1.0,136.0,1685.164,29.0,0.08997,1742.55873,12.21526,391851.42021,7.06538880612E11,0.0,
jgi|PhapaK8108|826553|CE826552_4240,186.0,0.0,1.0,190.0,1695.208,13.0,0.08997,1830.60754,12.34305,131936.49465,7.9830007076E10,0.0,
jgi|PhapaK8108|1786345|CE1786344_7502,159.0,0.0,1.0,159.0,1695.208,17.0,0.08179,1815.72702,12.35591,75981.81805,1.10355786574E11,0.0,
jgi|PhapaK8108|1515125|CE1515124_6600,159.0,0.0,1.0,159.0,1695.208,1.0,0.08179,1815.72702,12.35591,75981.81805,1.10355786574E11,0.0,
jgi|PhapaK8108|1457998|CE1457997_4243,184.0,0.0,1.0,184.0,1695.208,5.0,0.08997,1831.39008,12.3644,87143.75204,1.75730298778E11,0.0,
jgi|PhapaK8108|2558286|CE2558285_7661,120.0,0.0,1.0,120.0,1695.208,9.0,0.08997,1728.02143,12.17531,14073.85501,4.328718181E10,0.0,
jgi|PhapaK8108|1106179|CE1106178_7669,120.0,0.0,1.0,120.0,1693.439,1.0,0.08997,1728.02143,12.17531,14073.85501,4.328718181E10,0.0,
jgi|PhapaK8108|9554545|fgenesh1_kg.tig00009122_3210_#_904_#_evgvelvOases_101_Loc248t3_152975,60.0,0.0,1.0,60.0,1557.28,5.0,0.08997,1610.7881,12.02399,44169.17739,2.951599332E9,0.0,
GlymaFiskIII.20G225100.1.p,2.0,0.0,1.0,2.0,1.399,1.0,0.00198,15.0,0.00468,0.04651,2.0,0.0,
jgi|PhapaK8108|8961099|fgenesh1_kg.tig00005487_2123_#_1434_#_evgvelvOases_51_Loc11006t6_137514,27.0,0.0,1.0,43.0,3.857,28.0,0.00198,27.5,0.00822,481.66667,1774.0,0.0,
jgi|PhapaK8108|3091932|e_gw1.5.55.1,27.0,0.0,1.0,27.0,3.055,1.0,0.00198,27.5,0.00822,220.33333,702.0,0.0,
GlymaFiskIII.20G224700.3.p,3.0,0.0,1.0,3.0,201.443,3.0,0.08179,1428.07825,11.61586,308.19487,8.4543164E7,0.0,
jgi|PhapaK8108|3109809|e_gw1.3499.9.1,44.0,0.0,1.0,44.0,816.552,19.0,0.08179,1464.01115,11.64418,40134.28839,6.92650669E9,0.0,
jgi|PhapaK8108|10025167|fgenesh1_kg.tig00013038_4220_#_43_#_evgvelvOases_101_Loc2033t1_153160,47.0,0.0,1.0,47.0,1053.389,1.0,0.08179,1492.38297,11.72518,22241.93805,2.824696442E9,0.0,
GlymaFiskIII.20G224700.2.p,3.0,0.0,1.0,3.0,197.734,1.0,0.08179,1428.07825,11.61586,308.19487,8.4543164E7,0.0,
GlymaFiskIII.20G224700.1.p,3.0,0.0,1.0,3.0,197.023,1.0,0.08179,1428.07825,11.61586,308.19487,8.4543164E7,0.0,
GlymaFiskIII.20G224100.1.p,2.0,0.0,1.0,2.0,93.187,1.0,0.08179,1168.34856,10.72051,0.07407,2.0,0.0,
jgi|PhapaK8108|7404523|fgenesh1_pm.tig00002931_1176_#_1,27.0,0.0,1.0,27.0,785.801,2.0,0.08997,1456.23532,11.61982,28119.61627,2.8919253728E10,0.0,
jgi|PhapaK8108|3114514|e_gw1.5135.4.1,27.0,0.0,1.0,27.0,780.52,1.0,0.08997,1456.23532,11.61982,28119.61627,2.8919253728E10,0.0,
GlymaFiskIII.20G223200.1.p,136.0,0.0,1.0,136.0,1695.208,9.0,0.08997,1910.72579,12.45976,23495.94543,9.9082601274E10,0.0,
jgi|PhapaK8108|3134331|estExt_Genewise1.C_tig00006234_23580026,14.0,0.0,1.0,18.0,846.215,6.0,0.08179,1460.08019,11.6595,2611.02282,4.861536198E9,0.0,
jgi|PhapaK8108|3119619|e_gw1.5918.59.1,14.0,0.0,1.0,14.0,786.055,1.0,0.08179,1460.08019,11.6595,1382.68082,2.550660426E9,0.0,
jgi|PhapaK8108|3124338|estExt_Genewise1.C_tig00000065_280020,154.0,0.0,1.0,154.0,1695.208,6.0,0.08997,1810.23492,12.34935,70653.92848,1.52972750962E11,0.0,
GlymaFiskIII.20G222700.9.p,7.0,0.0,1.0,7.0,505.684,102.0,0.08997,1587.53016,11.94203,18566.81005,4.8644435952E10,0.0,
jgi|PhapaK8108|3147939|estExt_Genewise1Plus.C_tig00000016_70026,89.0,0.0,1.0,89.0,1265.042,19.0,0.08997,1549.60238,11.77881,148094.56412,1.1700649732E10,0.0,
jgi|PhapaK8108|10770529|fgenesh1_kg.tig00031283_5741_#_6672_#_evgvelvOases_101_Loc2316t1_153181,126.0,0.0,1.0,126.0,1366.553,20.0,0.08179,1528.93737,11.67975,322533.32686,4.1559319432E10,0.0,
jgi|PhapaK8108|8875865|fgenesh1_kg.tig00005022_1968_#_4817_#_evgsoapSoap_121_scaffold8648_220991,102.0,0.0,1.0,125.0,1202.142,50.0,0.08179,1498.23178,11.59574,421517.19617,2.029809120964E12,0.0,
jgi|PhapaK8108|2246124|CE2246123_15318,105.0,0.0,1.0,105.0,1155.294,24.0,0.08179,1472.16948,11.52049,418222.69315,1.555975721016E12,0.0,
GlymaFiskIII.20G222700.8.p,7.0,0.0,1.0,7.0,487.087,1.0,0.08997,1587.53016,11.94203,18566.81005,4.8644435952E10,0.0,
